,HOME_TEAM,AWAY_TEAM,H_W_PCT,H_FG_PCT,H_FG3_PCT,H_FT_PCT,H_REB,H_AST,H_TOV,H_STL,H_BLK,H_PLUS_MINUS,H_OFF_RATING,H_DEF_RATING,H_TS_PCT,A_W_PCT,A_FG_PCT,A_FG3_PCT,A_FT_PCT,A_REB,A_AST,A_TOV,A_STL,A_BLK,A_PLUS_MINUS,A_OFF_RATING,A_DEF_RATING,A_TS_PCT,RESULT,DATE
26,Cleveland Cavaliers,Atlanta Hawks,0.333,0.477,0.309,0.769,41.0,28.3,13.0,6.8,4.6,-5.2,108.8,113.6,0.567,0.5,0.43,0.362,0.708,54.2,25.4,10.9,6.5,6.0,10.0,103.5,93.5,0.511,1,10/23/2021
27,Indiana Pacers,Miami Heat,0.333,0.465,0.35,0.8,46.5,23.6,14.2,5.3,6.6,2.8,112.6,109.4,0.573,0.5,0.46,0.353,0.711,52.6,21.4,15.3,5.6,1.9,14.4,106.0,93.4,0.551,1,10/23/2021
28,Toronto Raptors,Dallas Mavericks,0.333,0.376,0.264,0.803,54.2,17.6,14.3,11.0,4.0,3.0,97.3,94.7,0.471,0.5,0.375,0.318,0.806,50.8,20.3,12.2,6.6,4.6,-9.1,96.4,105.6,0.481,0,10/23/2021
29,Chicago Bulls,Detroit Pistons,1.0,0.459,0.416,0.831,44.9,24.4,14.5,9.9,7.6,12.2,105.3,93.7,0.56,0.0,0.393,0.196,0.679,50.5,15.7,20.2,8.1,6.6,-10.6,85.9,95.5,0.447,1,10/23/2021
30,Minnesota Timberwolves,New Orleans Pelicans,1.0,0.443,0.368,0.732,43.5,22.4,17.8,14.5,9.3,11.7,102.8,91.5,0.547,0.0,0.416,0.374,0.771,47.9,22.5,19.9,7.2,5.2,-14.0,97.1,110.7,0.514,1,10/23/2021
31,San Antonio Spurs,Milwaukee Bucks,0.333,0.488,0.312,0.711,39.9,28.2,13.6,9.6,3.0,3.3,109.6,106.3,0.554,0.667,0.456,0.361,0.739,43.9,21.0,14.5,6.5,4.5,-2.9,110.6,112.8,0.567,0,10/23/2021
32,Portland Trail Blazers,Phoenix Suns,0.5,0.513,0.388,0.769,46.6,23.6,10.6,6.3,4.8,12.5,122.6,110.1,0.625,0.333,0.462,0.34,0.717,42.6,26.6,14.4,7.5,2.0,-10.2,104.3,115.2,0.551,1,10/23/2021
33,LA Clippers,Memphis Grizzlies,0.0,0.436,0.342,0.789,41.1,23.3,6.9,7.9,3.0,-4.0,112.4,116.9,0.536,1.0,0.5,0.42,0.892,49.5,26.5,11.3,6.4,5.4,8.3,123.5,116.3,0.611,0,10/23/2021
34,Brooklyn Nets,Charlotte Hornets,0.333,0.448,0.362,0.729,44.9,20.9,14.3,6.3,7.6,-11.3,104.0,115.7,0.549,1.0,0.469,0.387,0.746,44.7,27.8,12.1,10.2,3.5,8.9,114.1,104.4,0.558,0,10/24/2021
35,Oklahoma City Thunder,Philadelphia 76ers,0.0,0.406,0.266,0.66,44.4,22.0,15.3,7.5,3.4,-22.4,94.9,116.1,0.484,0.667,0.485,0.431,0.804,44.0,22.5,11.9,7.2,7.8,9.2,116.4,107.2,0.595,0,10/24/2021
36,Houston Rockets,Boston Celtics,0.333,0.465,0.408,0.75,43.3,22.4,19.6,10.3,5.4,1.6,104.8,103.2,0.575,0.333,0.414,0.341,0.759,43.3,23.0,16.9,8.9,8.3,-8.0,99.4,107.7,0.525,0,10/24/2021
37,New York Knicks,Orlando Magic,0.667,0.451,0.367,0.652,44.5,24.8,12.9,8.3,6.7,7.1,111.3,104.9,0.561,0.333,0.405,0.33,0.792,49.8,21.4,16.3,6.1,4.4,-15.3,102.7,117.2,0.525,0,10/24/2021
38,Sacramento Kings,Golden State Warriors,0.333,0.444,0.325,0.73,45.8,22.6,14.2,6.8,4.2,-5.8,107.1,113.3,0.545,1.0,0.465,0.393,0.776,46.3,26.3,14.3,8.3,2.9,6.7,112.7,105.4,0.579,0,10/24/2021
39,Los Angeles Lakers,Memphis Grizzlies,0.333,0.468,0.434,0.657,40.4,23.9,16.2,7.6,6.1,-4.5,108.3,112.0,0.575,0.667,0.483,0.404,0.873,49.2,25.9,13.1,8.5,4.9,4.6,121.3,117.1,0.589,1,10/24/2021
40,Charlotte Hornets,Boston Celtics,0.75,0.463,0.401,0.714,45.1,26.5,12.2,8.5,4.0,4.0,114.1,109.1,0.559,0.5,0.435,0.351,0.785,44.0,24.5,15.2,8.4,8.2,-3.4,105.2,109.4,0.551,0,10/25/2021
41,Brooklyn Nets,Washington Wizards,0.5,0.442,0.343,0.75,46.8,21.3,12.9,6.2,6.7,-5.0,103.2,108.2,0.54,0.667,0.437,0.317,0.831,45.1,19.0,13.7,7.6,6.0,0.6,102.5,101.9,0.541,1,10/25/2021
42,Toronto Raptors,Chicago Bulls,0.25,0.4,0.294,0.802,52.5,20.0,16.0,10.3,3.3,1.5,100.3,99.5,0.498,1.0,0.465,0.423,0.864,41.3,24.5,14.3,10.3,6.5,10.0,107.5,97.5,0.572,0,10/25/2021
43,Miami Heat,Orlando Magic,0.667,0.464,0.316,0.797,49.7,23.7,14.1,7.1,1.9,15.4,107.4,92.6,0.554,0.25,0.405,0.314,0.758,47.2,21.3,16.8,6.3,4.8,-15.7,99.7,115.5,0.52,1,10/25/2021
44,Indiana Pacers,Milwaukee Bucks,0.25,0.46,0.359,0.817,45.9,23.1,15.1,5.4,5.2,-0.2,109.9,110.4,0.569,0.75,0.462,0.357,0.77,42.9,21.4,14.2,8.0,4.8,0.2,111.3,110.0,0.576,0,10/25/2021
45,LA Clippers,Portland Trail Blazers,0.333,0.448,0.336,0.772,39.7,26.5,9.8,11.7,3.8,6.9,108.2,101.9,0.548,0.333,0.471,0.336,0.772,44.7,19.9,16.1,7.5,4.3,-1.2,105.9,106.8,0.574,1,10/25/2021
46,Minnesota Timberwolves,New Orleans Pelicans,0.667,0.41,0.341,0.75,42.4,21.5,15.5,13.0,8.5,5.1,100.6,96.2,0.525,0.25,0.424,0.364,0.789,50.7,21.6,19.9,6.6,5.1,-8.3,99.3,107.1,0.523,0,10/25/2021
47,Denver Nuggets,Cleveland Cavaliers,0.667,0.482,0.327,0.621,44.4,23.8,20.5,9.6,2.0,2.0,99.0,97.7,0.558,0.5,0.474,0.303,0.776,43.3,28.0,13.9,7.2,4.7,-1.0,107.2,107.6,0.562,0,10/25/2021
48,Atlanta Hawks,Detroit Pistons,0.667,0.456,0.366,0.778,51.8,24.6,12.5,7.9,4.9,12.5,108.2,96.1,0.545,0.0,0.409,0.225,0.739,45.2,18.9,17.9,7.6,6.3,-13.0,91.0,103.0,0.474,1,10/25/2021
49,New York Knicks,Philadelphia 76ers,0.75,0.455,0.38,0.702,45.2,25.0,13.6,8.1,6.4,8.6,113.1,105.3,0.57,0.5,0.474,0.392,0.824,43.8,23.3,13.0,7.8,7.0,3.6,114.0,110.1,0.585,1,10/26/2021
50,Dallas Mavericks,Houston Rockets,0.667,0.404,0.305,0.768,49.7,21.5,12.9,7.3,5.3,-2.6,101.3,104.0,0.507,0.25,0.453,0.408,0.733,44.1,22.5,18.7,9.4,4.8,-1.2,103.8,105.0,0.567,1,10/26/2021
51,San Antonio Spurs,Los Angeles Lakers,0.25,0.476,0.326,0.65,42.9,28.3,13.7,9.4,3.6,1.4,108.2,106.0,0.543,0.5,0.47,0.397,0.685,42.3,21.9,14.8,7.4,6.7,-2.3,107.4,110.0,0.566,0,10/26/2021
52,Utah Jazz,Denver Nuggets,1.0,0.455,0.328,0.821,48.3,18.0,14.3,8.3,4.7,14.0,113.0,99.0,0.574,0.5,0.488,0.333,0.642,41.8,22.5,18.6,9.4,2.2,-1.5,101.2,103.5,0.566,1,10/26/2021
53,Oklahoma City Thunder,Golden State Warriors,0.0,0.409,0.287,0.7,44.0,21.4,15.0,7.4,3.3,-18.8,96.2,113.9,0.494,1.0,0.466,0.381,0.777,46.4,27.3,14.5,8.5,4.1,7.0,111.4,104.1,0.58,0,10/26/2021
54,Orlando Magic,Charlotte Hornets,0.2,0.423,0.327,0.76,44.2,21.4,17.1,6.3,4.2,-14.3,101.6,115.9,0.534,0.8,0.473,0.413,0.739,43.9,25.6,13.1,9.5,4.0,4.9,114.8,109.0,0.573,0,10/27/2021
55,Brooklyn Nets,Miami Heat,0.4,0.432,0.339,0.778,45.6,21.1,13.4,6.3,6.7,-6.5,100.6,107.3,0.534,0.75,0.446,0.306,0.811,52.4,22.9,14.3,6.8,1.9,14.7,106.5,92.0,0.538,0,10/27/2021
56,New Orleans Pelicans,Atlanta Hawks,0.2,0.425,0.352,0.8,49.9,22.3,18.1,6.4,5.4,-7.4,100.2,107.1,0.52,0.75,0.446,0.344,0.79,53.3,24.0,12.3,7.0,4.8,10.3,108.0,98.0,0.532,0,10/27/2021
57,Toronto Raptors,Indiana Pacers,0.4,0.413,0.325,0.771,50.5,20.5,15.3,11.9,3.8,4.8,104.4,100.2,0.508,0.2,0.464,0.357,0.818,45.0,22.4,16.7,5.6,5.6,-3.6,108.6,112.5,0.571,1,10/27/2021
58,Milwaukee Bucks,Minnesota Timberwolves,0.6,0.451,0.337,0.769,42.9,21.6,13.2,8.3,4.5,-0.8,110.7,110.6,0.564,0.75,0.426,0.327,0.765,44.0,23.3,15.9,11.1,7.5,5.0,103.6,99.0,0.537,0,10/27/2021
59,Boston Celtics,Washington Wizards,0.4,0.435,0.35,0.794,42.8,23.3,14.8,8.5,7.6,-4.4,105.7,110.6,0.551,0.75,0.455,0.326,0.798,45.5,18.8,14.2,7.7,6.3,2.7,105.8,103.4,0.555,0,10/27/2021
60,Oklahoma City Thunder,Los Angeles Lakers,0.2,0.427,0.311,0.717,43.2,21.1,15.1,7.4,3.2,-13.3,100.6,113.2,0.52,0.4,0.476,0.38,0.708,41.5,23.1,15.1,7.4,5.8,-3.4,108.0,111.4,0.57,1,10/27/2021
61,Phoenix Suns,Sacramento Kings,0.25,0.459,0.328,0.714,45.7,25.6,13.5,7.1,2.9,-8.4,104.4,113.9,0.542,0.5,0.444,0.342,0.731,44.4,23.9,13.7,6.8,4.6,-3.7,107.8,111.2,0.544,0,10/27/2021
62,Portland Trail Blazers,Memphis Grizzlies,0.5,0.469,0.354,0.761,45.6,20.4,15.7,8.3,4.8,3.8,108.6,104.3,0.579,0.5,0.453,0.383,0.77,49.4,26.2,15.3,8.6,4.4,-1.5,115.1,117.1,0.557,1,10/27/2021
63,LA Clippers,Cleveland Cavaliers,0.25,0.427,0.307,0.743,39.2,24.9,10.9,12.1,3.4,2.2,102.2,100.5,0.52,0.6,0.462,0.282,0.795,46.4,25.0,15.4,7.6,4.4,1.8,105.0,102.8,0.549,0,10/27/2021
64,Washington Wizards,Atlanta Hawks,0.8,0.457,0.337,0.8,46.5,20.2,13.2,7.4,5.8,4.3,108.7,104.7,0.557,0.6,0.465,0.336,0.763,51.1,24.4,12.4,6.4,4.4,6.0,108.4,102.6,0.543,1,10/28/2021
65,Philadelphia 76ers,Detroit Pistons,0.6,0.479,0.4,0.848,44.3,23.1,14.6,7.6,7.4,4.5,113.4,108.6,0.595,0.0,0.408,0.258,0.726,43.3,19.8,17.0,8.5,5.8,-11.8,94.0,105.0,0.486,1,10/28/2021
66,Houston Rockets,Utah Jazz,0.2,0.426,0.36,0.761,43.2,20.9,17.1,9.0,4.4,-6.9,100.6,107.5,0.538,1.0,0.462,0.333,0.814,50.2,19.3,15.6,8.2,4.5,18.1,114.1,96.0,0.586,0,10/28/2021
67,Chicago Bulls,New York Knicks,0.8,0.458,0.404,0.874,40.9,24.9,13.0,9.5,6.3,7.9,107.9,100.0,0.568,0.8,0.456,0.38,0.712,46.5,23.5,13.6,7.6,6.6,7.2,112.6,106.1,0.567,0,10/28/2021
68,Dallas Mavericks,San Antonio Spurs,0.75,0.418,0.329,0.681,49.0,20.9,13.1,6.5,5.8,-0.8,103.0,103.8,0.517,0.2,0.47,0.34,0.64,44.2,27.1,14.0,8.8,5.1,0.2,107.2,106.4,0.539,1,10/28/2021
69,Golden State Warriors,Memphis Grizzlies,0.8,0.46,0.374,0.774,46.0,27.2,15.9,8.2,4.6,5.0,107.7,102.3,0.57,0.6,0.443,0.351,0.807,48.8,25.5,15.6,10.1,5.3,-0.6,110.9,112.1,0.546,0,10/28/2021
70,Toronto Raptors,Orlando Magic,0.5,0.426,0.321,0.756,49.3,20.3,14.2,11.9,3.6,4.2,106.6,102.7,0.518,0.167,0.431,0.348,0.75,44.9,22.0,17.3,5.4,4.4,-12.2,103.9,116.3,0.542,1,10/29/2021
71,Miami Heat,Charlotte Hornets,0.8,0.451,0.296,0.844,54.0,23.0,15.0,6.6,2.1,14.8,108.2,93.6,0.545,0.667,0.46,0.402,0.737,42.9,24.9,12.8,9.3,4.3,1.8,112.4,110.0,0.561,1,10/29/2021
72,Brooklyn Nets,Indiana Pacers,0.5,0.434,0.325,0.771,46.1,20.9,14.1,6.7,6.6,-4.3,101.0,105.6,0.538,0.167,0.452,0.346,0.795,45.1,22.0,16.2,6.1,5.8,-4.2,106.7,110.9,0.554,1,10/29/2021
73,New Orleans Pelicans,Sacramento Kings,0.167,0.426,0.337,0.762,49.7,21.5,16.7,6.8,5.5,-6.8,101.5,107.9,0.517,0.6,0.454,0.34,0.786,44.4,22.9,13.7,6.3,4.7,-2.2,108.6,110.5,0.558,0,10/29/2021
74,Portland Trail Blazers,LA Clippers,0.6,0.458,0.377,0.74,48.9,20.5,15.3,8.2,5.0,6.7,108.8,102.1,0.568,0.2,0.42,0.317,0.709,40.0,23.4,11.3,11.1,3.7,-2.0,100.4,102.3,0.514,1,10/29/2021
75,Denver Nuggets,Dallas Mavericks,0.6,0.494,0.327,0.652,43.6,23.6,18.8,9.1,2.4,5.0,102.0,98.0,0.572,0.6,0.396,0.31,0.708,46.5,19.5,13.5,6.8,5.2,-6.8,97.6,104.0,0.499,1,10/29/2021
76,Los Angeles Lakers,Cleveland Cavaliers,0.5,0.487,0.389,0.724,42.0,23.5,16.3,7.8,5.9,-1.0,109.8,111.0,0.58,0.5,0.455,0.295,0.776,45.2,25.8,15.5,8.1,3.9,-0.5,105.6,105.5,0.544,1,10/29/2021
77,Memphis Grizzlies,Miami Heat,0.5,0.434,0.345,0.826,46.1,25.6,15.3,10.7,5.5,-4.7,109.6,114.9,0.544,0.833,0.463,0.347,0.844,53.3,24.3,15.5,7.5,2.1,16.6,111.6,95.1,0.565,0,10/30/2021
78,Washington Wizards,Boston Celtics,0.833,0.44,0.327,0.801,47.4,19.3,12.7,6.9,5.8,3.9,106.1,102.5,0.542,0.333,0.431,0.321,0.811,43.2,22.6,13.9,8.2,7.7,-4.1,103.5,107.7,0.537,1,10/30/2021
79,New Orleans Pelicans,New York Knicks,0.143,0.43,0.336,0.791,48.8,22.8,16.1,6.8,5.1,-6.7,103.8,110.2,0.525,0.833,0.465,0.407,0.729,45.0,23.3,13.4,7.5,6.2,7.0,114.5,108.0,0.582,0,10/30/2021
80,Detroit Pistons,Orlando Magic,0.2,0.408,0.275,0.748,44.2,21.0,16.8,9.2,5.8,-8.0,97.2,105.0,0.497,0.143,0.432,0.366,0.748,45.2,21.9,17.4,5.4,4.7,-11.5,104.1,115.4,0.543,1,10/30/2021
81,Indiana Pacers,Toronto Raptors,0.143,0.45,0.339,0.783,44.5,22.4,16.8,6.4,6.4,-4.0,105.1,109.1,0.552,0.571,0.426,0.325,0.748,49.2,20.0,14.8,11.3,3.6,4.1,105.4,101.6,0.516,0,10/30/2021
82,Chicago Bulls,Utah Jazz,0.833,0.452,0.382,0.857,41.3,23.2,12.2,9.2,6.0,7.9,107.0,99.3,0.558,0.8,0.445,0.325,0.836,50.7,18.3,16.4,7.5,4.9,12.8,110.5,97.4,0.567,1,10/30/2021
83,Philadelphia 76ers,Atlanta Hawks,0.667,0.488,0.385,0.865,43.1,23.2,14.2,8.2,7.2,8.5,114.9,106.3,0.603,0.5,0.45,0.339,0.758,50.8,24.3,13.5,6.3,3.8,0.3,106.2,105.8,0.527,1,10/30/2021
84,Milwaukee Bucks,San Antonio Spurs,0.5,0.444,0.324,0.759,43.8,21.0,14.3,7.9,4.0,-2.1,106.4,108.0,0.551,0.333,0.46,0.321,0.657,44.5,26.9,13.2,9.2,4.7,1.6,105.2,102.9,0.53,0,10/30/2021
85,Golden State Warriors,Oklahoma City Thunder,0.833,0.454,0.378,0.754,47.4,27.6,15.9,8.3,5.1,7.5,106.6,98.7,0.565,0.167,0.415,0.292,0.725,43.3,19.8,15.2,7.5,3.7,-14.5,97.2,111.1,0.508,1,10/30/2021
86,Minnesota Timberwolves,Denver Nuggets,0.6,0.419,0.325,0.777,44.7,23.0,16.8,10.5,7.2,3.7,102.0,98.4,0.528,0.667,0.479,0.313,0.671,44.5,23.8,18.8,9.5,3.7,4.5,101.0,97.5,0.558,0,10/30/2021
87,Phoenix Suns,Cleveland Cavaliers,0.4,0.46,0.31,0.694,46.7,25.7,13.7,8.0,2.9,-4.9,103.1,109.1,0.539,0.429,0.446,0.3,0.78,45.3,25.0,16.0,8.1,3.7,-1.7,103.3,104.4,0.537,1,10/30/2021
88,Charlotte Hornets,Portland Trail Blazers,0.714,0.467,0.415,0.722,43.2,26.5,12.3,8.6,4.6,3.2,114.6,110.9,0.571,0.5,0.456,0.364,0.757,48.8,22.1,14.9,7.6,5.0,3.7,110.0,106.3,0.566,1,10/31/2021
89,Brooklyn Nets,Detroit Pistons,0.571,0.461,0.346,0.755,45.6,22.2,15.0,6.8,5.9,0.0,103.7,104.1,0.562,0.167,0.407,0.289,0.736,41.9,21.1,16.6,9.7,5.4,-11.1,96.8,107.5,0.499,1,10/31/2021
90,Los Angeles Lakers,Houston Rockets,0.571,0.475,0.376,0.713,42.0,23.2,15.9,8.7,6.3,0.5,107.4,107.1,0.564,0.167,0.425,0.341,0.71,44.9,20.4,18.6,8.8,4.2,-7.4,97.8,105.0,0.529,1,10/31/2021
91,Dallas Mavericks,Sacramento Kings,0.667,0.404,0.312,0.698,46.5,20.4,13.0,7.1,5.1,-4.7,99.3,103.7,0.504,0.5,0.443,0.317,0.789,46.5,22.5,13.7,6.3,4.4,-2.8,107.6,110.2,0.543,1,10/31/2021
92,Milwaukee Bucks,Utah Jazz,0.429,0.438,0.319,0.762,44.3,20.6,14.0,7.8,3.9,-3.5,106.0,109.1,0.541,0.833,0.448,0.325,0.853,50.3,17.7,16.0,7.3,5.8,12.9,111.4,98.3,0.574,0,10/31/2021
93,Indiana Pacers,San Antonio Spurs,0.25,0.465,0.356,0.78,43.8,24.2,16.7,6.9,6.1,-1.9,108.4,110.2,0.568,0.286,0.469,0.344,0.664,43.3,27.9,13.8,8.8,4.6,-0.4,106.9,106.9,0.542,1,11/01/2021
94,Philadelphia 76ers,Portland Trail Blazers,0.714,0.492,0.381,0.866,42.2,25.1,13.9,8.7,7.1,8.8,115.8,106.8,0.607,0.429,0.458,0.362,0.737,48.7,22.2,15.0,7.3,4.6,1.8,110.0,108.3,0.565,1,11/01/2021
95,Charlotte Hornets,Cleveland Cavaliers,0.625,0.46,0.411,0.723,43.6,26.6,12.9,9.0,5.5,2.4,114.1,111.1,0.563,0.5,0.445,0.302,0.76,45.8,24.5,16.0,8.6,4.2,-1.1,104.5,105.1,0.536,0,11/01/2021
96,Boston Celtics,Chicago Bulls,0.286,0.432,0.337,0.803,42.4,22.2,13.3,8.4,6.8,-5.4,104.6,110.3,0.538,0.857,0.469,0.388,0.868,42.5,24.2,13.0,8.9,6.3,8.7,109.9,101.1,0.575,0,11/01/2021
97,Atlanta Hawks,Washington Wizards,0.571,0.451,0.346,0.815,50.6,24.4,13.2,6.8,4.0,1.3,108.5,107.3,0.54,0.714,0.445,0.328,0.82,46.2,20.5,12.7,7.0,5.6,2.5,107.5,105.2,0.549,1,11/01/2021
98,Memphis Grizzlies,Denver Nuggets,0.571,0.437,0.35,0.819,47.4,24.8,15.0,10.4,5.3,-2.8,109.3,112.7,0.542,0.571,0.474,0.301,0.67,44.0,24.3,17.9,9.3,4.3,2.6,100.7,98.8,0.551,1,11/01/2021
99,Minnesota Timberwolves,Orlando Magic,0.5,0.411,0.316,0.743,45.2,22.7,16.4,10.1,6.2,0.2,101.3,101.1,0.516,0.25,0.434,0.37,0.758,45.9,21.8,17.3,5.3,4.9,-7.7,105.5,113.2,0.551,0,11/01/2021
